,MovieName,Star1,Star2,Star3,Votes,Genre1,Genre2,Genre3,GrossCollection,Popularity,Certification
602,Westworld,Yul Brynner,Richard Benjamin,James Brolin,60676,Action,Sci-Fi,Thriller,16.06M,,PG
603,Memphis Belle,Matthew Modine,Eric Stoltz,Tate Donovan,29448,Action,Drama,War,27.44M,,PG-13
604,The Monster Squad,Andre Gower,Robby Kiger,Stephen Macht,33696,Action,Comedy,Fantasy,3.77M,,PG-13
605,Muppet Treasure Island,Tim Curry,Billy Connolly,Jennifer Saunders,25321,Action,Adventure,Comedy,33.61M,,G
606,Free State of Jones,Matthew McConaughey,Gugu Mbatha-Raw,Mahershala Ali,59767,Action,Biography,Drama,20.76M,,R
607,All Is Lost,Robert Redford,,,82056,Action,Adventure,Drama,6.26M,,PG-13
608,Legend of the Guardians: The Owls of Ga'Hoole,Jim Sturgess,Hugo Weaving,David Wenham,85294,Animation,Action,Adventure,55.68M,,PG
609,Get the Gringo,Mel Gibson,Kevin Balmore,Daniel Giménez Cacho,109857,Action,Drama,Thriller,,,R
610,The Big Boss,Bruce Lee,Maria Yi,James Tien,28196,Action,Crime,Drama,0.04M,,R
611,New Police Story,Jackie Chan,Nicholas Tse,Charlie Yeung,28062,Action,Crime,Thriller,,,R
612,Traitor,Don Cheadle,Guy Pearce,Archie Panjabi,58471,Action,Crime,Drama,23.53M,,PG-13
613,Slow West,Kodi Smit-McPhee,Caren Pistorius,Aorere Paki,46666,Action,Adventure,Drama,0.23M,,R
614,Agneepath,Hrithik Roshan,Priyanka Chopra Jonas,Sanjay Dutt,25553,Action,Crime,Drama,1.98M,,Not Rated
615,Alan Partridge,Steve Coogan,Colm Meaney,Tim Key,32473,Action,Comedy,Crime,0.15M,,R
616,Fan,Shah Rukh Khan,Shriya Pilgaonkar,Sayani Gupta,47544,Action,Drama,Thriller,1.36M,,Not Rated
617,The Legend,Geethika,Mayilsamy,Nassar,29204,Action,Drama,Romance,,,UA
618,The Fast and the Furious,Vin Diesel,Paul Walker,Michelle Rodriguez,401161,Action,Crime,Thriller,144.53M,75,PG-13
619,Ready or Not,Samara Weaving,Adam Brody,Mark O'Brien,164252,Action,Comedy,Horror,28.71M,502,R
620,Aquaman,Jason Momoa,Amber Heard,Willem Dafoe,492108,Action,Adventure,Fantasy,335.06M,528,PG-13
621,Mad Max,Mel Gibson,Joanne Samuel,Hugh Keays-Byrne,213576,Action,Adventure,Sci-Fi,8.75M,605,R
622,Captain Marvel,Brie Larson,Samuel L. Jackson,Ben Mendelsohn,580326,Action,Adventure,Sci-Fi,426.83M,749,PG-13
623,Men in Black 3,Will Smith,Tommy Lee Jones,Josh Brolin,373484,Action,Adventure,Comedy,179.02M,757,PG-13
624,The Maze Runner,Dylan O'Brien,Kaya Scodelario,Will Poulter,484333,Action,Mystery,Sci-Fi,102.43M,826,PG-13
625,TRON: Legacy,Jeff Bridges,Garrett Hedlund,Olivia Wilde,345741,Action,Adventure,Sci-Fi,172.06M,"1,137",PG
626,Spectre,Daniel Craig,Christoph Waltz,Léa Seydoux,451314,Action,Adventure,Thriller,200.07M,"1,148",PG-13
627,What Happened to Monday,Noomi Rapace,Glenn Close,Willem Dafoe,128428,Action,Crime,Fantasy,,"1,226",TV-MA
628,Hellboy,Ron Perlman,Doug Jones,Selma Blair,338734,Action,Adventure,Fantasy,59.62M,"1,251",PG-13
629,Thor: The Dark World,Chris Hemsworth,Natalie Portman,Tom Hiddleston,700405,Action,Adventure,Fantasy,206.36M,"1,336",PG-13
630,Hanna,Saoirse Ronan,Cate Blanchett,Eric Bana,202725,Action,Adventure,Drama,40.26M,"1,487",PG-13
631,Bloodsport,Jean-Claude Van Damme,Donald Gibb,Leah Ayres,89150,Action,Biography,Drama,11.81M,"1,581",R
632,Bad Boys,Will Smith,Martin Lawrence,Lisa Boyle,275172,Action,Comedy,Crime,65.81M,"1,795",R
633,The Book of Eli,Denzel Washington,Mila Kunis,Ray Stevenson,327404,Action,Adventure,Drama,94.84M,"1,853",R
634,Boss Level,Frank Grillo,Mel Gibson,Naomi Watts,73046,Action,Adventure,Comedy,,"1,914",TV-MA
635,You Only Live Twice,Sean Connery,Akiko Wakabayashi,Mie Hama,113350,Action,Adventure,Thriller,43.08M,"1,915",PG
636,Young Guns,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,64743,Action,Drama,Western,45.66M,"2,045",R
637,The Transporter,Jason Statham,Shu Qi,Matt Schulze,311226,Action,Crime,Thriller,25.30M,"2,196",PG-13
638,News of the World,Tom Hanks,Helena Zengel,Tom Astor,91399,Action,Adventure,Drama,,"2,235",PG-13
639,Ghostbusters,Melissa McCarthy,Kristen Wiig,Kate McKinnon,237188,Action,Comedy,Fantasy,128.34M,"2,341",PG-13
640,The Outpost,Scott Eastwood,Caleb Landry Jones,Orlando Bloom,37238,Action,Drama,History,,"2,351",R
641,The Island,Scarlett Johansson,Ewan McGregor,Djimon Hounsou,321217,Action,Sci-Fi,Thriller,35.82M,"2,362",PG-13
642,Logan's Run,Michael York,Jenny Agutter,Richard Jordan,58936,Action,Adventure,Sci-Fi,25.00M,"2,390",PG
643,The Long Kiss Goodnight,Geena Davis,Samuel L. Jackson,Yvonne Zima,82492,Action,Crime,Drama,33.33M,"2,423",R
644,Chappie,Sharlto Copley,Dev Patel,Hugh Jackman,259922,Action,Crime,Drama,31.57M,"2,450",R
645,The Mask of Zorro,Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones,191045,Action,Adventure,Comedy,94.10M,"2,532",PG-13
646,Kisi Ka Bhai Kisi Ki Jaan,Salman Khan,Pooja Hegde,Venkatesh Daggubati,36315,Action,Comedy,Drama,,"2,627",Not Rated
647,Superman II,Gene Hackman,Christopher Reeve,Margot Kidder,110982,Action,Adventure,Sci-Fi,108.19M,"2,862",PG
648,Patriot Games,Harrison Ford,Sean Bean,Anne Archer,116263,Action,Thriller,,83.29M,"2,980",R
649,Unstoppable,Denzel Washington,Chris Pine,Rosario Dawson,202172,Action,Thriller,,81.56M,"3,315",PG-13
650,Shin Godzilla,Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara,29800,Action,Drama,Horror,1.92M,"3,688",Not Rated
651,Spies in Disguise,Rachel Brosnahan,Jarrett Bruno,Claire Crosby,52726,Animation,Action,Adventure,66.76M,"3,998",PG
652,Street Kings,Keanu Reeves,Forest Whitaker,Hugh Laurie,116749,Action,Crime,Thriller,26.42M,"4,023",R
653,Four Brothers,Mark Wahlberg,Tyrese Gibson,André 3000,151816,Action,Crime,Drama,74.49M,"4,119",R
654,The Score,Robert De Niro,Edward Norton,Marlon Brando,130921,Action,Crime,Drama,71.07M,"4,170",R
655,Innerspace,Dennis Quaid,Martin Short,Meg Ryan,62667,Action,Adventure,Comedy,25.89M,"4,562",PG
656,Unknown,Liam Neeson,Diane Kruger,January Jones,265399,Action,Mystery,Thriller,63.69M,"4,793",PG-13
657,Dog Soldiers,Sean Pertwee,Kevin McKidd,Emma Cleasby,62928,Action,Horror,Thriller,,"4,940",R
658,Tristan + Isolde,James Franco,Sophia Myles,Rufus Sewell,53495,Action,Drama,Romance,14.73M,,PG-13
659,Three Steps Above Heaven,Mario Casas,María Valverde,Álvaro Cervantes,27357,Action,Drama,Romance,,,Not Rated
660,El Mariachi,Carlos Gallardo,Consuelo Gómez,Jaime de Hoyos,69323,Action,Crime,Thriller,2.04M,,R
661,Enemy Mine,Dennis Quaid,Louis Gossett Jr.,Brion James,49703,Action,Adventure,Drama,4.27M,,PG-13
662,Green Zone,Matt Damon,Jason Isaacs,Greg Kinnear,139807,Action,Drama,Thriller,35.05M,,R
663,We Own the Night,Joaquin Phoenix,Mark Wahlberg,Eva Mendes,90829,Action,Crime,Drama,28.56M,,R
664,Harsh Times,Christian Bale,Freddy Rodríguez,Eva Longoria,67199,Action,Crime,Drama,3.34M,,R
665,Who Am I?,Jackie Chan,Michelle Ferre,Mirai Yamamoto,41544,Action,Adventure,Comedy,,,PG-13
666,Dead Snow 2: Red vs. Dead,Geir Vegar Hoel,Ørjan Gamst,Martin Starr,25790,Action,Comedy,Fantasy,,,R
667,Violent Night,David Harbour,John Leguizamo,Beverly D'Angelo,72186,Action,Comedy,Crime,,133,R
668,Black Panther: Wakanda Forever,Letitia Wright,Lupita Nyong'o,Danai Gurira,271070,Action,Adventure,Drama,453.72M,165,PG-13
669,Extraction,Chris Hemsworth,Bryon Lerum,Ryder Lerum,215502,Action,Thriller,,,366,R
670,Black Widow,Scarlett Johansson,Florence Pugh,David Harbour,397968,Action,Adventure,Sci-Fi,183.65M,522,PG-13
671,Kingsman: The Golden Circle,Taron Egerton,Colin Firth,Mark Strong,343844,Action,Adventure,Comedy,100.23M,544,R
672,Commando,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,167579,Action,Adventure,Thriller,35.10M,594,R
673,Safe House,Denzel Washington,Ryan Reynolds,Robert Patrick,228698,Action,Thriller,,126.37M,613,R
674,Jumanji: The Next Level,Dwayne Johnson,Jack Black,Kevin Hart,264152,Action,Adventure,Comedy,316.83M,627,PG-13
675,Bumblebee,Hailee Steinfeld,Jorge Lendeborg Jr.,John Cena,174924,Action,Adventure,Sci-Fi,127.20M,655,PG-13
676,Road House,Patrick Swayze,Kelly Lynch,Sam Elliott,80388,Action,Thriller,,30.05M,677,R
677,In Time,Justin Timberlake,Amanda Seyfried,Cillian Murphy,423592,Action,Sci-Fi,Thriller,37.52M,680,PG-13
678,The Equalizer 2,Denzel Washington,Pedro Pascal,Ashton Sanders,169918,Action,Crime,Thriller,102.08M,774,R
679,Warcraft,Travis Fimmel,Paula Patton,Ben Foster,270688,Action,Adventure,Fantasy,47.37M,891,PG-13
680,Armageddon,Bruce Willis,Billy Bob Thornton,Ben Affleck,436677,Action,Adventure,Sci-Fi,201.57M,922,PG-13
681,The Adam Project,Ryan Reynolds,Walker Scobell,Mark Ruffalo,214449,Action,Adventure,Comedy,,944,PG-13
682,Teenage Mutant Ninja Turtles,Judith Hoag,Elias Koteas,Josh Pais,97747,Action,Adventure,Comedy,135.27M,953,PG
683,Wanted,Angelina Jolie,James McAvoy,Morgan Freeman,398254,Action,Crime,Thriller,134.51M,962,R
684,Atomic Blonde,Charlize Theron,James McAvoy,John Goodman,199669,Action,Thriller,,51.69M,"1,277",R
685,Midway,Ed Skrein,Patrick Wilson,Woody Harrelson,89830,Action,Drama,History,56.85M,"1,421",PG-13
686,King Arthur: Legend of the Sword,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,223805,Action,Adventure,Drama,39.18M,"1,517",PG-13
687,The Guest,Dan Stevens,Sheila Kelley,Maika Monroe,103304,Action,Mystery,Thriller,0.32M,"1,695",R
688,Enola Holmes 2,Millie Bobby Brown,Henry Cavill,David Thewlis,87357,Action,Adventure,Crime,,"1,766",PG-13
689,The A-Team,Liam Neeson,Bradley Cooper,Sharlto Copley,263714,Action,Adventure,Crime,77.22M,"1,808",PG-13
690,The Wolverine,Hugh Jackman,Will Yun Lee,Tao Okamoto,478103,Action,Sci-Fi,,132.56M,"1,868",PG-13
691,2 Guns,Denzel Washington,Mark Wahlberg,Paula Patton,218941,Action,Thriller,,75.61M,"1,942",R
692,The Last Starfighter,Lance Guest,Robert Preston,Kay E. Kuter,44153,Action,Adventure,Sci-Fi,28.73M,"1,948",PG
693,Tron,Jeff Bridges,Bruce Boxleitner,David Warner,125223,Action,Adventure,Sci-Fi,33.00M,"1,951",PG
694,Pandorum,Dennis Quaid,Ben Foster,Cam Gigandet,154972,Action,Horror,Mystery,10.33M,"1,986",R
695,Zombieland: Double Tap,Woody Harrelson,Jesse Eisenberg,Emma Stone,189261,Action,Comedy,Horror,73.12M,"2,004",R
696,Wyatt Earp,Kevin Costner,Dennis Quaid,Gene Hackman,53098,Action,Adventure,Biography,25.05M,"2,011",PG-13
697,Demolition Man,Sylvester Stallone,Wesley Snipes,Sandra Bullock,184319,Action,Sci-Fi,Thriller,58.06M,"2,162",R
698,Blade II,Wesley Snipes,Kris Kristofferson,Ron Perlman,225828,Action,Horror,Sci-Fi,82.35M,"2,176",R
699,No Escape,Lake Bell,Pierce Brosnan,Owen Wilson,89360,Action,Thriller,,27.29M,"2,243",R
700,On Her Majesty's Secret Service,George Lazenby,Diana Rigg,Telly Savalas,95384,Action,Adventure,Thriller,22.80M,"2,345",PG
701,Escape Plan,Sylvester Stallone,Arnold Schwarzenegger,50 Cent,249904,Action,Thriller,,25.13M,"2,456",R
702,The Matrix Revolutions,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,526108,Action,Sci-Fi,,139.31M,"2,596",R
703,Super,Rainn Wilson,Elliot Page,Liv Tyler,82111,Action,Comedy,Crime,0.32M,"2,622",R
704,Live and Let Die,Roger Moore,Yaphet Kotto,Jane Seymour,111306,Action,Adventure,Thriller,35.38M,"2,670",PG
705,Angels & Demons,Tom Hanks,Ewan McGregor,Ayelet Zurer,300925,Action,Mystery,Thriller,133.38M,"2,671",PG-13
706,Hot Shots!,Charlie Sheen,Cary Elwes,Valeria Golino,112367,Action,Comedy,,69.47M,"2,789",PG-13
707,Jungle,Daniel Radcliffe,Thomas Kretschmann,Alex Russell,59911,Action,Adventure,Biography,,"2,974",R
708,Backdraft,Kurt Russell,William Baldwin,Robert De Niro,83952,Action,Drama,Mystery,77.87M,"3,001",R
709,The Finest Hours,Chris Pine,Casey Affleck,Ben Foster,68672,Action,Drama,History,27.57M,"3,065",PG-13
710,Attack the Block,John Boyega,Jodie Whittaker,Alex Esmail,109051,Action,Adventure,Comedy,1.02M,"3,135",R
711,Out of the Furnace,Christian Bale,Casey Affleck,Zoe Saldana,120644,Action,Crime,Drama,11.33M,"3,140",R
712,The Living Daylights,Timothy Dalton,Maryam d'Abo,Jeroen Krabbé,102202,Action,Adventure,Thriller,51.19M,"3,238",PG
713,The Grey,Liam Neeson,Dermot Mulroney,Frank Grillo,257444,Action,Adventure,Drama,51.58M,"3,403",R
714,Gangster Squad,Sean Penn,Ryan Gosling,Emma Stone,219014,Action,Crime,Drama,46.00M,"3,423",R
715,Colors,Sean Penn,Robert Duvall,Maria Conchita Alonso,28247,Action,Crime,Drama,46.62M,"3,511",R
716,Absolute Power,Clint Eastwood,Gene Hackman,Ed Harris,57947,Action,Crime,Drama,50.01M,"3,519",R
717,Harriet,Cynthia Erivo,Janelle Monáe,Leslie Odom Jr.,28887,Action,Biography,Drama,,"3,849",PG-13
718,The Man with the Golden Gun,Roger Moore,Christopher Lee,Britt Ekland,109201,Action,Adventure,Thriller,20.97M,"3,857",PG
719,Underworld: Evolution,Kate Beckinsale,Scott Speedman,Bill Nighy,204725,Action,Fantasy,Thriller,62.32M,"3,914",R
720,For Your Eyes Only,Roger Moore,Carole Bouquet,Topol,104680,Action,Adventure,Thriller,62.30M,"4,071",PG
721,Rumble in the Bronx,Jackie Chan,Anita Mui,Françoise Yip,44123,Action,Comedy,Crime,32.39M,"4,108",R
722,Hamburger Hill,Anthony Barrile,Michael Boatman,Don Cheadle,26796,Action,Drama,Thriller,13.84M,"4,143",R
723,Appaloosa,Ed Harris,Viggo Mortensen,Renée Zellweger,62817,Action,Crime,Drama,20.21M,"4,167",R
724,Pete's Dragon,Bryce Dallas Howard,Robert Redford,Oakes Fegley,60187,Action,Adventure,Comedy,76.23M,"4,374",PG
725,Hardcore Henry,Sharlto Copley,Tim Roth,Haley Bennett,98781,Action,Adventure,Sci-Fi,9.25M,"4,550",R
726,The Salvation,Mads Mikkelsen,Eva Green,Jeffrey Dean Morgan,41054,Action,Drama,Thriller,0.01M,"4,644",R
727,Conspiracy Theory,Mel Gibson,Julia Roberts,Patrick Stewart,103804,Action,Mystery,Thriller,75.98M,"4,675",R
728,Lethal Weapon 3,Mel Gibson,Danny Glover,Joe Pesci,173293,Action,Crime,Thriller,144.73M,,R
729,Tales from the Crypt: Demon Knight,Billy Zane,William Sadler,Jada Pinkett Smith,25126,Action,Fantasy,Horror,21.09M,,R
730,Death Sentence,Kevin Bacon,John Goodman,Kelly Preston,73280,Action,Crime,Drama,9.53M,,R
731,Brooklyn's Finest,Richard Gere,Don Cheadle,Ethan Hawke,65102,Action,Crime,Drama,27.15M,,R
732,Ransom,Mel Gibson,Gary Sinise,Rene Russo,131684,Action,Crime,Thriller,136.49M,,R
733,The Enforcer,Clint Eastwood,Tyne Daly,Harry Guardino,47309,Action,Crime,Thriller,46.20M,,R
734,Machine Gun Preacher,Gerard Butler,Michelle Monaghan,Michael Shannon,67581,Action,Biography,Crime,0.54M,,R
735,Hidalgo,Viggo Mortensen,Omar Sharif,Zuleikha Robinson,83901,Action,Adventure,Biography,67.29M,,PG-13
736,Nothing to Lose,Martin Lawrence,Tim Robbins,John C. McGinley,48041,Action,Adventure,Comedy,44.46M,,R
737,Blood and Bone,Michael Jai White,Julian Sands,Eamonn Walker,34692,Action,Crime,Drama,,,R
738,The Brothers Bloom,Rachel Weisz,Adrien Brody,Mark Ruffalo,51769,Action,Adventure,Comedy,3.52M,,PG-13
739,The Brave One,Jodie Foster,Terrence Howard,Naveen Andrews,62147,Action,Crime,Drama,36.79M,,R
740,Stakeout,Richard Dreyfuss,Emilio Estevez,Madeleine Stowe,27701,Action,Comedy,Crime,65.67M,,R
741,Wild Target,Bill Nighy,Emily Blunt,Rupert Grint,39283,Action,Comedy,Crime,0.12M,,PG-13
742,Turbo Kid,Munro Chambers,Laurence Leboeuf,Michael Ironside,28906,Action,Adventure,Comedy,0.05M,,Not Rated
743,Om Shanti Om,Shah Rukh Khan,Deepika Padukone,Arjun Rampal,46289,Action,Comedy,Drama,3.60M,,Not Rated
744,Antim: The Final Truth,Salman Khan,Aayush Sharma,Mahima Makwana,41656,Action,Crime,Drama,,,UA
745,The Fate of the Furious,Vin Diesel,Jason Statham,Dwayne Johnson,242349,Action,Crime,Thriller,226.01M,156,PG-13
746,Venom,Tom Hardy,Michelle Williams,Riz Ahmed,506585,Action,Adventure,Sci-Fi,213.52M,371,PG-13
747,Red Sparrow,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,192755,Action,Drama,Thriller,46.87M,408,R
748,Star Wars: Episode II - Attack of the Clones,Hayden Christensen,Natalie Portman,Ewan McGregor,730353,Action,Adventure,Fantasy,310.68M,797,PG
749,Resident Evil,Milla Jovovich,Michelle Rodriguez,Ryan McCluskey,278920,Action,Horror,Sci-Fi,40.12M,813,R
750,Divergent,Shailene Woodley,Theo James,Kate Winslet,472066,Action,Adventure,Mystery,150.95M,882,PG-13
751,Kong: Skull Island,Tom Hiddleston,Samuel L. Jackson,Brie Larson,330453,Action,Adventure,Fantasy,168.05M,883,PG-13
752,Pirates of the Caribbean: On Stranger Tides,Johnny Depp,Penélope Cruz,Ian McShane,542096,Action,Adventure,Fantasy,241.06M,990,PG-13
753,The Running Man,Arnold Schwarzenegger,Maria Conchita Alonso,Yaphet Kotto,159163,Action,Sci-Fi,Thriller,38.12M,"1,062",R
754,The Other Guys,Will Ferrell,Mark Wahlberg,Derek Jeter,277680,Action,Comedy,Crime,119.22M,"1,119",PG-13
755,John Carter,Taylor Kitsch,Lynn Collins,Willem Dafoe,279114,Action,Adventure,Sci-Fi,73.08M,"1,133",PG-13
756,The Amazing Spider-Man 2,Andrew Garfield,Emma Stone,Jamie Foxx,513557,Action,Adventure,Sci-Fi,202.85M,"1,170",PG-13
757,X-Men: The Last Stand,Patrick Stewart,Hugh Jackman,Halle Berry,527303,Action,Adventure,Sci-Fi,234.36M,"1,290",PG-13
758,Anna,Sasha Luss,Helen Mirren,Luke Evans,87260,Action,Thriller,,7.74M,"1,304",R
759,Enola Holmes,Millie Bobby Brown,Henry Cavill,Sam Claflin,204448,Action,Adventure,Crime,,"1,322",PG-13
760,The Old Guard,Charlize Theron,KiKi Layne,Matthias Schoenaerts,173169,Action,Thriller,,,"1,404",R
761,The Incredible Hulk,Edward Norton,Liv Tyler,Tim Roth,505854,Action,Adventure,Sci-Fi,134.52M,"1,424",PG-13
762,Jungle Cruise,Dwayne Johnson,Emily Blunt,Edgar Ramírez,200137,Action,Adventure,Comedy,116.99M,"1,443",PG-13
763,Robin Hood,Russell Crowe,Cate Blanchett,Matthew Macfadyen,275452,Action,Adventure,Drama,105.27M,"1,455",PG-13
764,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,472372,Action,Adventure,Sci-Fi,337.14M,"1,557",PG-13
765,Ender's Game,Harrison Ford,Asa Butterfield,Hailee Steinfeld,246855,Action,Adventure,Sci-Fi,61.74M,"1,616",PG-13
766,Jason Bourne,Matt Damon,Tommy Lee Jones,Alicia Vikander,233959,Action,Thriller,,162.43M,"1,626",PG-13
767,Austin Powers: The Spy Who Shagged Me,Mike Myers,Heather Graham,Michael York,240669,Action,Adventure,Comedy,206.04M,"1,653",PG-13
768,The Harder They Fall,Jonathan Majors,Zazie Beetz,RJ Cyler,67143,Action,Drama,Western,,"1,705",R
769,Smokin' Aces,Jeremy Piven,Ryan Reynolds,Ray Liotta,148770,Action,Comedy,Crime,35.66M,"1,724",R
770,Elysium,Matt Damon,Jodie Foster,Sharlto Copley,457916,Action,Drama,Sci-Fi,93.05M,"1,739",R
771,The Chronicles of Riddick,Vin Diesel,Judi Dench,Colm Feore,235904,Action,Adventure,Sci-Fi,57.76M,"1,757",R
772,Quantum of Solace,Daniel Craig,Olga Kurylenko,Mathieu Amalric,458200,Action,Adventure,Mystery,168.37M,"1,892",PG-13
773,Prince of Persia: The Sands of Time,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,296287,Action,Adventure,Fantasy,90.76M,"1,990",PG-13
774,The Expendables 2,Sylvester Stallone,Liam Hemsworth,Randy Couture,313569,Action,Adventure,Thriller,85.02M,"2,026",R
775,Adrift,Shailene Woodley,Sam Claflin,Jeffrey Thomas,59151,Action,Adventure,Biography,31.45M,"2,067",PG-13
776,The Rundown,Dwayne Johnson,Seann William Scott,Christopher Walken,110243,Action,Adventure,Comedy,47.73M,"2,072",PG-13
777,The 13th Warrior,Antonio Banderas,Diane Venora,Dennis Storhøi,128250,Action,Adventure,History,32.70M,"2,255",R
778,The Heat,Sandra Bullock,Michael McDonald,Melissa McCarthy,176899,Action,Comedy,Crime,159.58M,"2,320",R
779,The Bourne Legacy,Jeremy Renner,Rachel Weisz,Edward Norton,308781,Action,Adventure,Thriller,113.20M,"2,373",PG-13
780,Hunter Killer,Gerard Butler,Gary Oldman,Common,67288,Action,Thriller,,15.77M,"2,495",R
781,Crocodile Dundee,Paul Hogan,Linda Kozlowski,John Meillon,110401,Action,Adventure,Comedy,174.64M,"2,516",PG-13
782,Licence to Kill,Timothy Dalton,Robert Davi,Carey Lowell,108216,Action,Adventure,Thriller,34.67M,"2,553",PG-13
783,Tears of the Sun,Bruce Willis,Cole Hauser,Monica Bellucci,126469,Action,Drama,Thriller,43.73M,"2,630",R
784,Rush Hour 2,Jackie Chan,Chris Tucker,John Lone,228653,Action,Comedy,Crime,226.16M,"2,742",PG-13
785,The Lego Movie 2: The Second Part,Chris Pratt,Elizabeth Banks,Will Arnett,71390,Animation,Action,Adventure,105.81M,"2,779",PG
786,30 Days of Night,Josh Hartnett,Melissa George,Danny Huston,182571,Action,Adventure,Horror,39.57M,"2,818",R
787,Epic,Amanda Seyfried,Josh Hutcherson,Beyoncé,107583,Animation,Action,Adventure,107.52M,"2,872",PG
788,Overlord,Jovan Adepo,Wyatt Russell,Mathilde Ollivier,102794,Action,Horror,Sci-Fi,21.70M,"2,876",R
789,The Informer,Joel Kinnaman,Rosamund Pike,Common,39703,Action,Crime,Drama,,"2,891",R
790,Flushed Away,Hugh Jackman,Kate Winslet,Ian McKellen,132354,Animation,Action,Adventure,64.67M,"2,997",PG
791,Machete,Danny Trejo,Michelle Rodriguez,Robert De Niro,200662,Action,Crime,Thriller,26.59M,"3,055",R
792,Joy Ride,Steve Zahn,Paul Walker,Leelee Sobieski,72506,Action,Mystery,Thriller,21.97M,"3,162",R
793,Rollerball,James Caan,John Houseman,Maud Adams,26962,Action,Sci-Fi,Sport,30.00M,"3,230",Approved
794,Bad Boys II,Will Smith,Martin Lawrence,Gabrielle Union,258565,Action,Comedy,Crime,138.61M,"3,292",R
795,U-571,Matthew McConaughey,Bill Paxton,Harvey Keitel,84179,Action,War,,77.09M,"3,327",PG-13
796,Run All Night,Liam Neeson,Ed Harris,Joel Kinnaman,112055,Action,Crime,Thriller,26.46M,"3,490",R
797,Ghostbusters II,Bill Murray,Dan Aykroyd,Sigourney Weaver,213864,Action,Comedy,Fantasy,112.49M,"3,534",PG
798,The Girl with All the Gifts,Sennia Nanua,Fisayo Akinade,Dominique Tipper,62266,Action,Adventure,Drama,,"3,554",R
799,Penguins of Madagascar,Tom McGrath,Chris Miller,Christopher Knights,96155,Animation,Action,Adventure,83.35M,"3,595",PG
800,Hot Shots! Part Deux,Charlie Sheen,Lloyd Bridges,Valeria Golino,94087,Action,Comedy,,38.91M,"3,802",PG-13
801,Outbreak,Dustin Hoffman,Rene Russo,Morgan Freeman,133383,Action,Drama,Thriller,67.82M,"3,832",R
802,The Aeronauts,Felicity Jones,Eddie Redmayne,Himesh Patel,35414,Action,Adventure,Drama,,"3,996",PG-13
803,Courage Under Fire,Denzel Washington,Meg Ryan,Lou Diamond Phillips,57202,Action,Drama,Mystery,59.03M,"4,011",R
804,Eagle Eye,Shia LaBeouf,Michelle Monaghan,Rosario Dawson,191015,Action,Mystery,Thriller,101.11M,"4,014",PG-13
805,RED 2,Bruce Willis,Helen Mirren,John Malkovich,175807,Action,Comedy,Crime,53.26M,"4,091",PG-13
806,Star Trek III: The Search for Spock,William Shatner,Leonard Nimoy,DeForest Kelley,83344,Action,Adventure,Sci-Fi,76.47M,"4,155",PG
807,Star Trek: Generations,Patrick Stewart,William Shatner,Malcolm McDowell,84593,Action,Adventure,Mystery,75.67M,"4,232",PG
808,Shanghai Noon,Jackie Chan,Owen Wilson,Lucy Liu,131317,Action,Adventure,Comedy,56.94M,"4,359",PG-13
809,Black Rain,Michael Douglas,Andy Garcia,Ken Takakura,57254,Action,Crime,Drama,46.21M,"4,499",R
810,Sudden Impact,Clint Eastwood,Sondra Locke,Pat Hingle,46872,Action,Crime,Thriller,67.64M,"4,527",R
811,New Jack City,Wesley Snipes,Ice-T,Allen Payne,37083,Action,Crime,Drama,47.62M,"4,722",R
812,Titan A.E.,Matt Damon,Drew Barrymore,Bill Pullman,62577,Animation,Action,Adventure,22.75M,"4,892",PG
813,The Final Countdown,Kirk Douglas,Martin Sheen,Katharine Ross,25500,Action,Adventure,Sci-Fi,16.65M,"4,925",PG
814,Alpha,Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk,64422,Action,Adventure,Drama,35.85M,,PG-13
815,21 Bridges,Chadwick Boseman,Sienna Miller,J.K. Simmons,70436,Action,Crime,Drama,28.54M,,R
816,Kiss of the Dragon,Jet Li,Bridget Fonda,Tchéky Karyo,65214,Action,Crime,Thriller,36.85M,,R
817,The Wave,Kristoffer Joner,Ane Dahl Torp,Jonas Hoff Oftebro,40443,Action,Drama,Thriller,0.18M,,R
818,The Recruit,Al Pacino,Colin Farrell,Bridget Moynahan,139328,Action,Thriller,,52.80M,,PG-13
819,Man on a Ledge,Sam Worthington,Elizabeth Banks,Jamie Bell,155616,Action,Crime,Thriller,18.62M,,PG-13
820,Lethal Weapon 4,Mel Gibson,Danny Glover,Joe Pesci,167694,Action,Crime,Thriller,130.44M,,R
821,Outland,Sean Connery,Frances Sternhagen,Peter Boyle,31147,Action,Crime,Sci-Fi,17.37M,,R
822,Shoot 'Em Up,Clive Owen,Monica Bellucci,Paul Giamatti,152677,Action,Comedy,Thriller,12.81M,,R
